PlayerName,Full Year,Player Link,Adjusted BPM,"Estimated OBPM
(Calculated BPM - Regressed DBPM)","Estimated DBPM
(@OdeToOden
Regression)",active,NBA_Experience,RealGM Summary Page,Highest Level Reached,Season,School,League,Conference,TeamID,Year,Year at School,GP,GS,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OFF,DEF,TRB,AST,STL,BLK,PF,TOV,PTS,GP_t,GS_t,MIN_t,FGM_t,FGA_t,FG%_t,3PM_t,3PA_t,3P%_t,FTM_t,FTA_t,FT%_t,OFF_t,DEF_t,TRB_t,AST_t,STL_t,BLK_t,PF_t,TOV_t,PTS_t,GP.2,Dbl Dbl,Tpl Dbl,40 Pts,20 Reb,20 Ast,Techs,HOB,Ast/TO,Stl/TO,FT/FGA,W,Ls,Win %,OWS,DWS,WS,GP.3,TS%,eFG%,ORB%,DRB%,TRB%,AST%,TOV%,STL%,BLK%,USG%,Total S %,PPR,PPS,ORtg,DRtg,PER,Wingspan,Pos,"Hght
(inches)",Wght,RSCI Rank,RealGM Link,"NCAA Seasons
(D-I)",Hgt,Birthday (date format)
Aaron Brooks,2006-07,/player/Aaron-Brooks/Summary/53,7.0229980919903205,5.856912179283025,1.1660859127072953,True,10.0,/player/Aaron-Brooks/Summary/53,NBA,2006-07,Oregon,ncaa,Pacific 10 Conference,238.0,2007.0,Sr,35,35,36.8,6.09,13.23,0.46,2.29,5.66,0.404,3.29,3.89,0.846,0.89,3.37,4.26,4.26,1.37,0.17,2.51,2.54,17.74,35,35,1289,213,463,0.46,80,198,0.404,115,136,0.846,31,118,149,149,48,6,88,89,621,35,1,0,0,0,0,0,0.396,1.67,0.54,0.29,28,7,0.8,4.7,2.14,6.84,35,0.589,0.546,2.89,10.92,6.92,23.97,14.43,2.24,0.51,24.38,170.97,0.8,1.34,120.9,99,21.11,74.11964232306255,G,72,161.0,32.0,/player/Aaron-Brooks/Summary/53,4,6-0,01/14/1985
Aaron Gordon,2013-14,/player/Aaron-Gordon/Summary/24308,8.383702394261537,2.785551190650427,5.59815120361111,True,4.0,/player/Aaron-Gordon/Summary/24308,NBA,2013-14,Arizona,ncaa,Pacific 12 Conference,235.0,2014.0,Fr,38,38,31.2,4.97,10.03,0.496,0.42,1.18,0.356,2,4.74,0.422,2.66,5.29,7.95,1.97,0.89,1.03,2.37,1.45,12.37,38,38,1187,189,381,0.496,16,45,0.356,76,180,0.422,101,201,302,75,34,39,90,55,470,38,8,0,0,0,0,0,0.265,1.36,0.62,0.47,33,5,0.868,2.25,3.35,5.6,38,0.504,0.517,10.25,19.33,14.91,12.96,10.55,1.78,3.37,23.15,127.38,-0.44,1.23,109,87.7,19.37,83.76685534621882,F,81,220.0,3.0,/player/Aaron-Gordon/Summary/24308,1,6-9,09/16/1995
Aaron Gray,2003-04,/player/Aaron-Gray/Summary/11,6.0632088861131095,2.5088485274621366,3.554360358650973,False,6.0,/player/Aaron-Gray/Summary/11,NBA,2003-04,Pittsburgh,ncaa,Big East Conference,70.0,2004.0,Fr,15,0,5.9,0.73,1.33,0.55,0,0,0,0.27,0.47,0.571,0.67,0.8,1.47,0.4,0,0.2,0.87,0.13,1.73,15,0,88,11,20,0.55,0,0,0,4,7,0.571,10,12,22,6,0,3,13,2,26,15,0,0,0,0,0,0,0.042,3,0,0.35,15,0,1,0.28,0.25,0.52,15,0.557,0.55,15.32,14.8,15.03,12.32,7.9,0,3.57,15.51,112.14,2.44,1.3,131.2,89.2,17.9,85.29595309291332,C,84,270.0,165.0,/player/Aaron-Gray/Summary/11,4,7-0,12/07/1984
Aaron Gray,2004-05,/player/Aaron-Gray/Summary/11,4.518665422496875,0.5209821871633942,3.997683235333481,False,6.0,/player/Aaron-Gray/Summary/11,NBA,2004-05,Pittsburgh,ncaa,Big East Conference,70.0,2005.0,So,29,0,11.6,1.69,2.93,0.576,0,0,0,0.97,1.59,0.609,1.21,1.62,2.83,0.69,0.17,0.55,1.66,1.03,4.34,29,0,336,49,85,0.576,0,0,0,28,46,0.609,35,47,82,20,5,16,48,30,126,29,0,0,0,0,0,0,0.093,0.67,0.17,0.54,20,9,0.69,0.56,0.69,1.25,29,0.59,0.576,12.9,16.08,14.55,12.27,21.92,0.92,5.41,20.77,118.52,-5,1.48,108.8,97.5,16.77,85.29595309291332,C,84,270.0,165.0,/player/Aaron-Gray/Summary/11,4,7-0,12/07/1984
Aaron Gray,2005-06,/player/Aaron-Gray/Summary/11,9.36075981642803,2.3757507056440055,6.985009110784025,False,6.0,/player/Aaron-Gray/Summary/11,NBA,2005-06,Pittsburgh,ncaa,Big East Conference,70.0,2006.0,Jr,33,33,27.9,5.15,9.79,0.526,0,0,0,3.58,5.64,0.634,3.67,6.79,10.45,1.82,0.64,1.48,2.61,2.67,13.88,33,33,921,170,323,0.526,0,0,0,118,186,0.634,121,224,345,60,21,49,86,88,458,33,18,0,0,1,0,2,0.274,0.68,0.24,0.58,25,8,0.758,2.44,2.48,4.92,33,0.557,0.526,15.69,26.91,21.51,14.57,17.62,1.39,5.89,27.39,116.07,-5.27,1.42,109.2,88.3,24.61,85.29595309291332,C,84,270.0,165.0,/player/Aaron-Gray/Summary/11,4,7-0,12/07/1984
Aaron Gray,2006-07,/player/Aaron-Gray/Summary/11,11.090080507570795,4.519921540891387,6.570158966679408,False,6.0,/player/Aaron-Gray/Summary/11,NBA,2006-07,Pittsburgh,ncaa,Big East Conference,70.0,2007.0,Sr,36,35,28.2,5.67,10.03,0.565,0,0,0,2.53,4.61,0.548,3.33,6.14,9.47,1.69,0.42,1.72,2.53,1.53,13.86,36,35,1016,204,361,0.565,0,0,0,91,166,0.548,120,221,341,61,15,62,91,55,499,36,15,0,0,0,0,0,0.284,1.11,0.27,0.46,28,8,0.778,3.54,2.38,5.92,36,0.567,0.565,14.71,25.31,20.19,13.68,11.11,0.94,6.96,25.93,111.33,-1.5,1.38,117.9,92.1,27,85.29595309291332,C,84,270.0,165.0,/player/Aaron-Gray/Summary/11,4,7-0,12/07/1984
Aaron Harrison,2013-14,/player/Aaron-Harrison/Summary/24309,5.751490652313025,4.953536355288895,0.7979542970241305,True,3.0,/player/Aaron-Harrison/Summary/24309,NBA,2013-14,Kentucky,ncaa,Southeastern Conference,258.0,2014.0,Fr,40,40,32.6,4.35,10.28,0.423,1.55,4.35,0.356,3.48,4.4,0.79,0.65,2.33,2.98,1.85,1.07,0.3,2.12,1.62,13.72,40,40,1303,174,411,0.423,62,174,0.356,139,176,0.79,26,93,119,74,43,12,85,65,549,40,0,0,0,0,0,1,0.247,1.14,0.66,0.43,29,11,0.725,3.44,1.78,5.22,40,0.555,0.499,2.36,7.83,5.19,11.63,11.62,2.01,0.94,21.42,156.95,-1.22,1.34,119.6,103,16.28,80.00990585704811,GF,78,210.0,6.0,/player/Aaron-Harrison/Summary/24309,2,6-6,10/28/1994
Aaron Harrison,2014-15,/player/Aaron-Harrison/Summary/24309,7.166583305122124,4.30615297883277,2.860430326289354,True,3.0,/player/Aaron-Harrison/Summary/24309,NBA,2014-15,Kentucky,ncaa,Southeastern Conference,258.0,2015.0,So,39,38,25.8,3.74,9.49,0.395,1.51,4.79,0.316,2.03,2.59,0.782,0.38,2.18,2.56,1.41,1.1,0.15,1.56,0.9,11.03,39,38,1005,146,370,0.395,59,187,0.316,79,101,0.782,15,85,100,55,43,6,61,35,430,39,0,0,0,0,0,2,0.2,1.57,1.23,0.27,38,1,0.974,2.63,2.69,5.31,39,0.514,0.474,1.89,9.22,5.83,11.09,7.73,2.68,0.64,23.59,149.23,0.17,1.16,115.1,87.1,17.13,80.00990585704811,GF,78,210.0,6.0,/player/Aaron-Harrison/Summary/24309,2,6-6,10/28/1994
Aaron Jackson,2005-06,/player/Aaron-Jackson/Summary/1723,-3.0557839196208523,-1.1503707746851202,-1.905413144935732,True,1.0,/player/Aaron-Jackson/Summary/1723,NBA,2005-06,Duquesne,ncaa,Atlantic 10 Conference,17.0,2006.0,Fr,27,21,31,2.48,5.93,0.419,0.63,1.81,0.347,1.19,1.48,0.8,0.85,2.33,3.19,3.59,1.11,0.11,1.59,2.07,6.78,27,21,836,67,160,0.419,17,49,0.347,32,40,0.8,23,63,86,97,30,3,43,56,183,27,0,0,0,0,0,0,0.252,1.73,0.54,0.25,3,24,0.111,0.58,-0.01,0.57,27,0.511,0.472,3.22,8.48,5.9,22.24,23.83,2.13,0.37,14.35,156.57,1.03,1.14,98.9,115.4,10.6,77.87912621524424,G,76,185.0,251.0,/player/Aaron-Jackson/Summary/1723,4,6-4,05/06/1986
Aaron Jackson,2006-07,/player/Aaron-Jackson/Summary/1723,2.312854158633466,3.1628271975376014,-0.8499730389041353,True,1.0,/player/Aaron-Jackson/Summary/1723,NBA,2006-07,Duquesne,ncaa,Atlantic 10 Conference,17.0,2007.0,So,29,26,31.4,4.17,8.17,0.511,0.97,3.07,0.315,1.69,2.41,0.7,2.28,2.76,5.03,3.79,1.38,0.17,2.69,2.21,11,29,26,912,121,237,0.511,28,89,0.315,49,70,0.7,66,80,146,110,40,5,78,64,319,29,2,0,0,0,0,0,0.287,1.72,0.62,0.3,10,19,0.345,2.18,0.03,2.22,29,0.59,0.57,7.69,10.66,9.08,21.72,19.15,2.43,0.54,16.95,152.52,0.94,1.35,116.9,115.3,16.81,77.87912621524424,G,76,185.0,251.0,/player/Aaron-Jackson/Summary/1723,4,6-4,05/06/1986
Aaron Jackson,2007-08,/player/Aaron-Jackson/Summary/1723,3.5533391748877072,2.505686495892279,1.0476526789954281,True,1.0,/player/Aaron-Jackson/Summary/1723,NBA,2007-08,Duquesne,ncaa,Atlantic 10 Conference,17.0,2008.0,Jr,30,23,26.4,3.53,6.43,0.549,0.4,1.67,0.24,1.5,2.03,0.738,1.57,2.47,4.03,3.47,1.43,0.1,2.1,1.77,8.97,30,23,793,106,193,0.549,12,50,0.24,45,61,0.738,47,74,121,104,43,3,63,53,269,30,0,0,0,0,0,0,0.245,1.96,0.81,0.32,17,13,0.567,1.9,1.21,3.1,30,0.606,0.58,6.38,9.6,8.03,22.62,19.27,2.87,0.36,15.51,152.69,1.83,1.39,119.2,100,16.74,77.87912621524424,G,76,185.0,251.0,/player/Aaron-Jackson/Summary/1723,4,6-4,05/06/1986
Aaron Jackson,2008-09,/player/Aaron-Jackson/Summary/1723,7.079686332341263,6.926480934823411,0.15320539751785134,True,1.0,/player/Aaron-Jackson/Summary/1723,NBA,2008-09,Duquesne,ncaa,Atlantic 10 Conference,17.0,2009.0,Sr,34,34,36.7,6.74,12.15,0.554,1.38,3.41,0.405,4.47,5.53,0.809,1.79,3.68,5.47,5.71,1.65,0.09,1.85,3.03,19.32,34,34,1249,229,413,0.554,47,116,0.405,152,188,0.809,61,125,186,194,56,3,63,103,657,34,3,0,1,0,0,1,0.452,1.88,0.54,0.46,21,13,0.618,5.82,1.18,7.01,34,0.654,0.611,5.71,11.77,8.73,31.43,17.02,2.56,0.25,23.89,176.82,2,1.59,127.5,105.4,25.32,77.87912621524424,G,76,185.0,251.0,/player/Aaron-Jackson/Summary/1723,4,6-4,05/06/1986
Aaron Miles,2002-03,/player/Aaron-Miles/Summary/1106,5.395434582729045,1.137496535522729,4.257938047206316,True,0.0,/player/Aaron-Miles/Summary/1106,NBA,2002-03,Kansas,ncaa,Big 12 Conference,54.0,2003.0,So,38,38,30.8,3.13,7.68,0.408,0.63,2.58,0.245,2.05,2.74,0.75,0.32,2.97,3.29,6.42,2.39,0.21,1.95,3.24,8.95,38,38,1172,119,292,0.408,24,98,0.245,78,104,0.75,12,113,125,244,91,8,74,123,340,38,3,0,0,0,0,0,0.307,1.98,0.74,0.36,30,8,0.789,1.39,3.02,4.41,38,0.498,0.449,1.16,10.15,5.82,30.79,26.49,4.47,0.68,17.82,140.24,3.22,1.16,100.8,88.6,15.21,75.21807525269305,G,73,175.0,251.0,/player/Aaron-Miles/Summary/1106,4,6-1,04/13/1983
Aaron Miles,2003-04,/player/Aaron-Miles/Summary/1106,4.761830211888235,1.9357358889105498,2.826094322977685,True,0.0,/player/Aaron-Miles/Summary/1106,NBA,2003-04,Kansas,ncaa,Big 12 Conference,54.0,2004.0,Jr,33,33,33.9,3,7.45,0.402,0.85,2.55,0.333,2.18,3.12,0.699,0.52,3.27,3.79,7.33,1.91,0.09,1.67,2.7,9.09,33,33,1118,99,246,0.402,28,84,0.333,72,103,0.699,17,108,125,242,63,3,55,89,300,33,3,0,0,0,0,0,0.385,2.72,0.71,0.42,24,9,0.727,1.68,2.38,4.05,33,0.509,0.459,1.79,9.83,6.1,37.52,23.18,3.34,0.28,16.68,143.48,6.2,1.22,107.9,96,15.35,75.21807525269305,G,73,175.0,251.0,/player/Aaron-Miles/Summary/1106,4,6-1,04/13/1983
Aaron Miles,2004-05,/player/Aaron-Miles/Summary/1106,7.030007840064945,3.3443951897933815,3.6856126502715636,True,0.0,/player/Aaron-Miles/Summary/1106,NBA,2004-05,Kansas,ncaa,Big 12 Conference,54.0,2005.0,Sr,30,30,33.1,2.87,6.27,0.457,1.33,2.67,0.5,2.23,2.83,0.788,0.6,2.93,3.53,7.17,1.67,0.33,1.9,3.07,9.3,30,30,992,86,188,0.457,40,80,0.5,67,85,0.788,18,88,106,215,50,10,57,92,279,30,1,0,0,0,0,0,0.376,2.34,0.54,0.45,23,7,0.767,2,2.18,4.18,30,0.611,0.564,2.14,8.99,5.83,38.1,28.72,3.04,1.1,16.27,174.57,5.03,1.48,114.7,96.2,16.46,75.21807525269305,G,73,175.0,251.0,/player/Aaron-Miles/Summary/1106,4,6-1,04/13/1983
Abdel Nader,2011-12,/player/Abdel-Nader/Summary/31320,-5.663595379601852,-4.89007886511535,-0.7735165144865022,True,1.0,/player/Abdel-Nader/Summary/31320,NBA,2011-12,Northern Illinois,ncaa,Mid American Conference,183.0,2012.0,Fr,31,27,24.2,3.65,10.81,0.337,1.13,3.77,0.299,1.94,2.84,0.682,0.9,3.26,4.16,1.06,0.68,0.71,2.74,2.9,10.35,31,27,750,113,335,0.337,35,117,0.299,60,88,0.682,28,101,129,33,21,22,85,90,321,31,0,0,0,0,0,0,0.246,0.37,0.23,0.26,5,26,0.161,-0.62,0.48,-0.15,31,0.426,0.39,4.28,16.94,10.31,13.4,19.28,1.78,3.93,32.94,131.83,-9.79,0.96,81,104.7,9.73,81.68063688111525,SF,78,230.0,251.0,/player/Abdel-Nader/Summary/31320,4,6-6,11/25/1993
Abdel Nader,2012-13,/player/Abdel-Nader/Summary/31320,-3.120474971847761,-3.6285689755297508,0.5080940036819896,True,1.0,/player/Abdel-Nader/Summary/31320,NBA,2012-13,Northern Illinois,ncaa,Mid American Conference,183.0,2013.0,So,19,18,25.3,4.68,13.89,0.337,1.37,4.95,0.277,2.32,3,0.772,1.47,4.11,5.58,0.89,1.32,0.53,2.84,3.21,13.05,19,18,481,89,264,0.337,26,94,0.277,44,57,0.772,28,78,106,17,25,10,54,61,248,19,2,0,0,0,0,0,0.304,0.28,0.41,0.22,3,16,0.158,-0.51,0.84,0.34,19,0.426,0.386,6.19,21.35,12.97,13.03,17.33,3.3,3.04,38.55,138.56,-10.84,0.94,82,95.3,14.64,81.68063688111525,SF,78,230.0,251.0,/player/Abdel-Nader/Summary/31320,4,6-6,11/25/1993
Abdel Nader,2014-15,/player/Abdel-Nader/Summary/31320,0.0467204021022094,-1.4946705533194646,1.541390955421674,True,1.0,/player/Abdel-Nader/Summary/31320,NBA,2014-15,Iowa State,ncaa,Big 12 Conference,53.0,2015.0,Jr,32,0,16.4,2.16,5.31,0.406,0.47,2.16,0.217,1.03,1.34,0.767,0.69,2.22,2.91,0.72,0.38,0.5,1.56,1.16,5.81,32,0,524,69,170,0.406,15,69,0.217,33,43,0.767,22,71,93,23,12,16,50,37,186,32,0,0,0,0,0,0,0.104,0.62,0.32,0.25,23,9,0.719,0.26,0.76,1.02,32,0.488,0.45,4.99,14.38,9.96,7.89,16.27,1.31,3.03,21.99,139.07,-3.88,1.09,94.1,99.7,11.97,81.68063688111525,SF,78,230.0,251.0,/player/Abdel-Nader/Summary/31320,4,6-6,11/25/1993
Abdel Nader,2015-16,/player/Abdel-Nader/Summary/31320,3.3763809037025787,1.8585689445031246,1.517811959199454,True,1.0,/player/Abdel-Nader/Summary/31320,NBA,2015-16,Iowa State,ncaa,Big 12 Conference,53.0,2016.0,Sr,35,35,31.1,4.6,9.63,0.478,1.49,4,0.371,2.23,3.03,0.736,0.74,4.23,4.97,1.54,1.06,0.66,2.8,2.26,12.91,35,35,1088,161,337,0.478,52,140,0.371,78,106,0.736,26,148,174,54,37,23,98,79,452,35,2,0,0,0,0,0,0.198,0.68,0.47,0.31,23,12,0.657,1.57,1.37,2.94,35,0.583,0.555,2.91,14.36,9.04,8,16.94,1.9,2.06,21.47,158.5,-3.84,1.34,105.5,103.3,15.2,81.68063688111525,SF,78,230.0,251.0,/player/Abdel-Nader/Summary/31320,4,6-6,11/25/1993
Acie Law,2003-04,/player/Acie-Law/Summary/38,-0.7830489341264668,0.2955010078589977,-1.0785499419854645,False,4.0,/player/Acie-Law/Summary/38,NBA,2003-04,Texas A&M,ncaa,Big 12 Conference,61.0,2004.0,Fr,27,7,23.1,2.78,7.11,0.391,0.41,1.89,0.216,1.52,2,0.759,0.33,1.74,2.07,3.85,1.26,0,2.33,1.93,7.48,27,7,625,75,192,0.391,11,51,0.216,41,54,0.759,9,47,56,104,34,0,63,52,202,27,0,0,0,0,0,0,0.268,2,0.65,0.28,6,21,0.222,0.54,0.49,1.03,27,0.464,0.419,1.53,9.44,5.16,34.09,19.28,3.26,0,20.69,136.56,2.7,1.05,99.9,109.7,13.06,77.80195646691004,SG,75,202.0,251.0,/player/Acie-Law/Summary/38,4,6-3,01/25/1985
